city;lat;lng;continent
Cherryville;35.3844;-81.3781;NA
Winston-Salem;36.1029;-80.261;NA
Waxhaw;34.9362;-80.7431;NA
Belmont;35.2219;-81.0403;NA
Durham;35.9797;-78.9037;NA
Hillsborough;36.068;-79.0993;NA
Clemmons;36.0318;-80.3861;NA
Eden;36.5029;-79.7421;NA
Mooresville;35.5851;-80.8264;NA
Morrisville;35.8366;-78.8349;NA
High Point;35.9902;-79.9938;NA
Hope Mills;34.9696;-78.9581;NA
Tarboro;35.9045;-77.5563;NA
Walkertown;36.1574;-80.1645;NA
Spring Lake;35.1841;-78.9962;NA
Huntersville;35.4057;-80.873;NA
Greenville;35.5957;-77.3764;NA
Ayden;35.4693;-77.4167;NA
Asheville;35.5706;-82.5537;NA
Sawmills;35.8162;-81.4779;NA
Franklin;35.18;-83.381;NA
Greensboro;36.0956;-79.8269;NA
Morehead City;34.7307;-76.7383;NA
Apex;35.7248;-78.8659;NA
Kernersville;36.1066;-80.0847;NA
Rockingham;34.9386;-79.7609;NA
Kings Mountain;35.2348;-81.3501;NA
Lewisville;36.1029;-80.4167;NA
Oak Island;33.9434;-78.1366;NA
Jacksonville;34.7323;-77.3962;NA
Siler City;35.7252;-79.4558;NA
Carrboro;35.9259;-79.0876;NA
Wilmington;34.21;-77.886;NA
Mocksville;35.9003;-80.5621;NA
Elkin;36.262;-80.8442;NA
Lincolnton;35.4747;-81.2385;NA
Bessemer City;35.2841;-81.2843;NA
Minot;48.2374;-101.278;NA
Bismarck;46.814;-100.7695;NA
Mandan;46.829;-100.887;NA
Jamestown;46.9068;-98.6924;NA
Watford City;47.8031;-103.2687;NA
Dickinson;46.8918;-102.7925;NA
Grand Forks;47.9223;-97.0887;NA
Valley City;46.9223;-98.0055;NA
Williston;48.1814;-103.6364;NA
West Fargo;46.8566;-96.9047;NA
Fargo;46.8653;-96.8292;NA
Wahpeton;46.2722;-96.6118;NA
Chadron;42.826;-103.0024;NA
Wayne;42.2379;-97.01;NA
Ralston;41.2005;-96.0354;NA
Fremont;41.4417;-96.4886;NA
Kearney;40.7008;-99.0846;NA
Plattsmouth;41.0053;-95.894;NA
Grand Island;40.9214;-98.3584;NA
Beatrice;40.2738;-96.7455;NA
McCook;40.2046;-100.6214;NA
York;40.8707;-97.5947;NA
Columbus;41.4361;-97.3561;NA
Scottsbluff;41.8677;-103.6619;NA
Seward;40.9094;-97.0962;NA
Gretna;41.1319;-96.2447;NA
Gering;41.8275;-103.6649;NA
North Platte;41.1266;-100.764;NA
Hastings;40.5961;-98.3916;NA
Schuyler;41.4497;-97.062;NA
Lincoln;40.8098;-96.6802;NA
Lexington;40.7779;-99.7461;NA
Alliance;42.1025;-102.8765;NA
Blair;41.5417;-96.1361;NA
La Vista;41.1816;-96.0666;NA
Sidney;41.1341;-102.9681;NA
Norfolk;42.035;-97.4208;NA
Nebraska City;40.6766;-95.8613;NA
Papillion;41.1545;-96.0584;NA
Bellevue;41.1535;-95.9357;NA
South Sioux City;42.4627;-96.4134;NA
Holdrege;40.4395;-99.3773;NA
Omaha;41.2628;-96.0495;NA
Crete;40.6255;-96.9575;NA
Dyersburg;36.0465;-89.3778;NA
Jonesborough;36.2959;-82.4766;NA
Fayetteville;35.149;-86.5634;NA
Columbia;35.6225;-87.0478;NA
Lakeland;35.2586;-89.7307;NA
Dandridge;36.0283;-83.4309;NA
Red Bank;35.1117;-85.2962;NA
La Vergne;36.0209;-86.5574;NA
Winchester;35.1899;-86.1077;NA
Oak Ridge;35.9639;-84.2938;NA
Elizabethton;36.3363;-82.238;NA
Millersville;36.3967;-86.7108;NA
Church Hill;36.5206;-82.7142;NA
Memphis;35.1047;-89.9773;NA
East Ridge;34.9973;-85.2285;NA
Lebanon;36.2038;-86.3466;NA
Gallatin;36.3783;-86.4696;NA
Loudon;35.7414;-84.3698;NA
Chattanooga;35.0657;-85.2488;NA
Spring Hill;35.7435;-86.912;NA
Martin;36.3385;-88.8513;NA
Sevierville;35.8873;-83.5678;NA
Lenoir City;35.8114;-84.2817;NA
Jefferson City;36.1197;-83.4839;NA
Arlington;35.2595;-89.668;NA
LaFollette;36.372;-84.1252;NA
Covington;35.5656;-89.648;NA
Greeneville;36.168;-82.8197;NA
Fairview;35.9814;-87.1291;NA
Savannah;35.2211;-88.2359;NA
Milan;35.9126;-88.7556;NA
Munford;35.4436;-89.8141;NA
Cookeville;36.1484;-85.5114;NA
Alcoa;35.8072;-83.9749;NA
Clinton;36.0988;-84.1281;NA
Crossville;35.9526;-85.0294;NA
Bartlett;35.2337;-89.8195;NA
Millington;35.3368;-89.8931;NA
Hendersonville;36.3063;-86.5997;NA
Pigeon Forge;35.7977;-83.5623;NA
McMinnville;35.6863;-85.7812;NA
Mount Juliet;36.1993;-86.5115;NA
Kingston;35.8717;-84.4954;NA
Union City;36.4265;-89.0477;NA
Paris;36.2934;-88.3065;NA
Clarksville;36.5696;-87.3428;NA
Morristown;36.2043;-83.3001;NA
Henderson;35.4446;-88.6531;NA
Dickson;36.0637;-87.3661;NA
Atoka;35.4229;-89.7863;NA
Lexington;35.6609;-88.3965;NA
Newport;35.9617;-83.1977;NA
Humboldt;35.8254;-88.9045;NA
Manchester;35.4629;-86.0775;NA
Shelbyville;35.4987;-86.4516;NA
Jackson;35.6533;-88.8352;NA
Sparta;35.9347;-85.4726;NA
Knoxville;35.9692;-83.9495;NA
Tullahoma;35.372;-86.2173;NA
Greenbrier;36.4237;-86.7974;NA
Soddy-Daisy;35.2571;-85.174;NA
Mount Carmel;36.5612;-82.6615;NA
Erwin;36.1456;-82.4115;NA
Thompson's Station;35.809;-86.8999;NA
Madisonville;35.5234;-84.3637;NA
Harriman;35.9306;-84.5603;NA
Johnson City;36.3406;-82.3804;NA
Germantown;35.083;-89.7824;NA
Farragut;35.8731;-84.1821;NA
Cleveland;35.1817;-84.8707;NA
Athens;35.4573;-84.6042;NA
Pulaski;35.1934;-87.0353;NA
Nashville;36.1714;-86.7844;NA
Rogersville;36.408;-83.0037;NA
Nolensville;35.957;-86.6762;NA
Bristol;36.5572;-82.2144;NA
Smyrna;35.9727;-86.5244;NA
Portland;36.5879;-86.5191;NA
White House;36.4646;-86.6662;NA
Rockwood;35.8692;-84.6731;NA
Collierville;35.0474;-89.699;NA
Lawrenceburg;35.2497;-87.3325;NA
South Pittsburg;35.0109;-85.7183;NA
Kingsport;36.522;-82.5453;NA
Murfreesboro;35.8493;-86.4098;NA
Brentwood;35.9917;-86.7758;NA
Ripley;35.7449;-89.5358;NA
Brownsville;35.5888;-89.258;NA
Lafayette;36.5242;-86.0307;NA
Dayton;35.4912;-85.012;NA
Maryville;35.7469;-83.9786;NA
Franklin;35.9214;-86.8524;NA
Goodlettsville;36.3323;-86.7032;NA
Sweetwater;35.6027;-84.4718;NA
McKenzie;36.1371;-88.5076;NA
Springfield;36.4945;-86.8706;NA
Collegedale;35.0521;-85.0488;NA
Signal Mountain;35.1448;-85.3457;NA
Lewisburg;35.4493;-86.7895;NA
Oakland;35.2257;-89.5371;NA
Malverne;40.6746;-73.6721;NA
Valley Stream;40.6647;-73.7044;NA
Great Neck Plaza;40.7869;-73.726;NA
Clifton Springs;42.9608;-77.1348;NA
Canton;44.6;-75.1703;NA
Plattsburgh;44.6951;-73.4563;NA
Goshen;41.4016;-74.327;NA
Syracuse;43.0409;-76.1438;NA
Port Jervis;41.3782;-74.6909;NA
Williston Park;40.7588;-73.6465;NA
New Hempstead;41.1488;-74.0485;NA
Port Chester;41.0052;-73.668;NA
Canandaigua;42.8885;-77.2805;NA
Lockport;43.1698;-78.6956;NA
Saratoga Springs;43.0674;-73.7775;NA
Rome;43.226;-75.4909;NA
Penn Yan;42.661;-77.0536;NA
Mechanicville;42.9037;-73.6895;NA
Corning;42.147;-77.0561;NA
Cobleskill;42.6787;-74.486;NA
Wappingers Falls;41.5986;-73.9178;NA
Colonie;42.7199;-73.8334;NA
Airmont;41.0992;-74.099;NA
North Syracuse;43.1339;-76.1306;NA
Ellenville;41.7009;-74.3609;NA
Albion;43.246;-78.1902;NA
Fredonia;42.4407;-79.3319;NA
Bath;42.3363;-77.318;NA
Pelham Manor;40.893;-73.8057;NA
Utica;43.0961;-75.226;NA
Lake Grove;40.8586;-73.1168;NA
North Hills;40.7765;-73.6778;NA
Suffern;41.1138;-74.1421;NA
New Rochelle;40.9305;-73.7836;NA
Newark;43.0418;-77.093;NA
Warwick;41.2551;-74.3551;NA
Chestnut Ridge;41.0829;-74.0551;NA
Dobbs Ferry;41.0127;-73.8698;NA
Monticello;41.6519;-74.6874;NA
Ossining;41.1609;-73.8712;NA
Hamburg;42.7233;-78.8348;NA
Middletown;41.4458;-74.4228;NA
Lindenhurst;40.6858;-73.3709;NA
Geneseo;42.799;-77.8095;NA
Lynbrook;40.6579;-73.6742;NA
Schenectady;42.8025;-73.9276;NA
Buffalo;42.9017;-78.8487;NA
Walden;41.5603;-74.1879;NA
Tarrytown;41.0647;-73.8673;NA
Queens;40.7498;-73.7976;NA
Wesley Hills;41.1579;-74.0768;NA
Glens Falls;43.3109;-73.6459;NA
Freeport;40.6515;-73.585;NA
Hastings-on-Hudson;40.9902;-73.8801;NA
Mastic Beach;40.7667;-72.842;NA
Horseheads;42.1689;-76.8299;NA
Pelham;40.9116;-73.8075;NA
Malone;44.849;-74.2889;NA
Red Hook;41.9962;-73.8768;NA
Cohoes;42.7732;-73.7077;NA
Batavia;42.9987;-78.1802;NA
Pleasantville;41.1378;-73.7827;NA
White Plains;41.022;-73.7548;NA
Bronxville;40.9394;-73.8263;NA
Massapequa Park;40.6816;-73.4496;NA
Bayville;40.9077;-73.5602;NA
Watertown;43.9734;-75.9094;NA
Salamanca;42.1631;-78.7233;NA
Mount Kisco;41.2018;-73.7282;NA
Medina;43.2197;-78.3888;NA
Elmsford;41.0541;-73.8143;NA
Rye Brook;41.0303;-73.6865;NA
Coxsackie;42.3561;-73.808;NA
Westbury;40.7599;-73.5891;NA
Northport;40.9036;-73.3446;NA
Catskill;42.2145;-73.8656;NA
Auburn;42.9338;-76.5685;NA
Saranac Lake;44.3246;-74.1315;NA
Newburgh;41.5037;-74.0205;NA
New Square;41.141;-74.0294;NA
Potsdam;44.6699;-74.9831;NA
Sea Cliff;40.8441;-73.6442;NA
Floral Park;40.7226;-73.7029;NA
East Hills;40.7958;-73.6292;NA
Amityville;40.6696;-73.4156;NA
Williamsville;42.9623;-78.7418;NA
Rockville Centre;40.6643;-73.6383;NA
Croton-on-Hudson;41.2005;-73.9002;NA
Kingston;41.9295;-73.9968;NA
Elmira;42.0938;-76.8097;NA
Monroe;41.3198;-74.1848;NA
Amsterdam;42.942;-74.1907;NA
Peekskill;41.2883;-73.9227;NA
Ogdensburg;44.7088;-75.4717;NA
Hornell;42.3258;-77.6605;NA
Herkimer;43.0282;-74.9928;NA
New Paltz;41.7495;-74.0809;NA
Albany;42.6664;-73.7987;NA
Kiryas Joel;41.3403;-74.1658;NA
Olean;42.0819;-78.4321;NA
Farmingdale;40.7328;-73.4465;NA
Niagara Falls;43.0921;-79.0147;NA
Lackawanna;42.8182;-78.8324;NA
West Haverstraw;41.2063;-73.9883;NA
Endicott;42.098;-76.0639;NA
Rochester;43.168;-77.6162;NA
Ilion;43.0114;-75.0396;NA
Manorhaven;40.8399;-73.7127;NA
Babylon;40.6949;-73.3271;NA
Watervliet;42.7243;-73.7068;NA
Hempstead;40.7043;-73.6193;NA
Ravena;42.4755;-73.8113;NA
New York;40.6943;-73.9249;NA
Scarsdale;40.9902;-73.7773;NA
Bronx;40.8501;-73.8662;NA
Fulton;43.3171;-76.4162;NA
Briarcliff Manor;41.14;-73.844;NA
Irvington;41.0349;-73.8661;NA
Washingtonville;41.4296;-74.1578;NA
Poughkeepsie;41.6949;-73.921;NA
Mineola;40.7469;-73.6392;NA
Patchogue;40.7621;-73.0185;NA
Johnson City;42.123;-75.9624;NA
Brockport;43.2136;-77.9404;NA
Tonawanda;43.0105;-78.8805;NA
Mamaroneck;40.9469;-73.7316;NA
East Rochester;43.1121;-77.4869;NA
Depew;42.9117;-78.7044;NA
Rye;40.969;-73.6878;NA
Haverstraw;41.1934;-73.952;NA
Harrison;41.0233;-73.7192;NA
Cortland;42.6004;-76.1784;NA
Norwich;42.5333;-75.5227;NA
Hudson Falls;43.3042;-73.5818;NA
Honeoye Falls;42.9557;-77.5903;NA
Garden City;40.7266;-73.6447;NA
Port Jefferson;40.9465;-73.0579;NA
Baldwinsville;43.157;-76.3318;NA
Ballston Spa;43.0068;-73.8524;NA
Fairport;43.099;-77.4427;NA
Oswego;43.4516;-76.5005;NA
Woodbury;41.3284;-74.1004;NA
Hilton;43.29;-77.7925;NA
North Tonawanda;43.0457;-78.8659;NA
Jamestown;42.0975;-79.2366;NA
Webster;43.215;-77.4225;NA
Sidney;42.3067;-75.3984;NA
East Rockaway;40.6432;-73.6672;NA
Kaser;41.1213;-74.0685;NA
Oneonta;42.4551;-75.0666;NA
Owego;42.1047;-76.263;NA
Kenmore;42.9646;-78.8713;NA
Long Beach;40.5887;-73.666;NA
Tuckahoe;40.953;-73.823;NA
Valatie;42.4134;-73.6778;NA
Troy;42.7354;-73.6751;NA
Nyack;41.0919;-73.9143;NA
Great Neck;40.8028;-73.733;NA
Chester;41.357;-74.2769;NA
Attica;42.8641;-78.2798;NA
Ithaca;42.4442;-76.5032;NA
Larchmont;40.9258;-73.7529;NA
Rensselaer;42.6465;-73.7328;NA
Cedarhurst;40.6252;-73.7278;NA
Yonkers;40.9466;-73.8674;NA
Lawrence;40.6042;-73.7149;NA
Brooklyn;40.6501;-73.9496;NA
East Aurora;42.7666;-78.6172;NA
Massena;44.9292;-74.8923;NA
Binghamton;42.1014;-75.9093;NA
Spring Valley;41.1151;-74.0485;NA
Oneida;43.0769;-75.6621;NA
Gowanda;42.4612;-78.9339;NA
Kings Point;40.8162;-73.7408;NA
Lancaster;42.9007;-78.6701;NA
Hudson;42.2515;-73.7859;NA
Fort Plain;42.9316;-74.6277;NA
Sleepy Hollow;41.0936;-73.8724;NA
Dunkirk;42.4803;-79.3323;NA
Manhattan;40.7834;-73.9662;NA
Beacon;41.5036;-73.9655;NA
Geneva;42.8644;-76.9827;NA
Wellsville;42.1207;-77.9458;NA
Mount Vernon;40.9136;-73.8291;NA
Johnstown;43.0073;-74.3755;NA
Solvay;43.0573;-76.2126;NA
Glen Cove;40.8709;-73.6287;NA
Scotia;42.8321;-73.9607;NA
Gloversville;43.0491;-74.3465;NA
Staten Island;40.5834;-74.1496;NA
New Hyde Park;40.7324;-73.6857;NA
Exeter;41.3338;-75.8214;NA
Clarion;41.2106;-79.3803;NA
Millersville;40.0047;-76.3522;NA
Camp Hill;40.2422;-76.9274;NA
Canonsburg;40.2642;-80.1868;NA
Grove City;41.1571;-80.0893;NA
Cresson;40.4626;-78.5866;NA
Quakertown;40.4398;-75.3456;NA
Hatboro;40.1775;-75.1054;NA
Folcroft;39.8891;-75.277;NA
Connellsville;40.0158;-79.5899;NA
State College;40.7909;-77.8568;NA
North East;42.2134;-79.8333;NA
Montgomery;41.1709;-76.874;NA
Nazareth;40.74;-75.3132;NA
Harrisburg;40.2752;-76.8843;NA
Sugarcreek;41.438;-79.8183;NA
White Oak;40.3415;-79.8007;NA
Lansdale;40.2417;-75.2812;NA
Swarthmore;39.9022;-75.3488;NA
Olyphant;41.4506;-75.5753;NA
Shamokin;40.7883;-76.555;NA
Murrysville;40.4456;-79.6555;NA
West Chester;39.9601;-75.6058;NA
Red Lion;39.8986;-76.6078;NA
Sayre;41.9855;-76.5207;NA
Kittanning;40.8279;-79.5233;NA
Nanticoke;41.2004;-76.0003;NA
Kingston;41.2652;-75.8875;NA
Titusville;41.6273;-79.6699;NA
Washington;40.174;-80.2466;NA
Waynesburg;39.8983;-80.1855;NA
Downingtown;40.0076;-75.7019;NA
Butler;40.8615;-79.8962;NA
Munhall;40.3937;-79.9004;NA
Mount Carmel;40.7959;-76.4121;NA
Wyomissing;40.3317;-75.9703;NA
Carlisle;40.1999;-77.2042;NA
Dunmore;41.4153;-75.6072;NA
Mechanicsburg;40.2115;-77.006;NA
Altoona;40.5082;-78.4007;NA
Northampton;40.6866;-75.4904;NA
Tyrone;40.6764;-78.2461;NA
Corry;41.926;-79.6358;NA
Archbald;41.5077;-75.5453;NA
Moosic;41.3584;-75.7027;NA
Bristol;40.1028;-74.8529;NA
Ashland;40.7811;-76.3451;NA
Warren;41.8433;-79.1445;NA
Quarryville;39.8957;-76.1617;NA
Jefferson Hills;40.2927;-79.9329;NA
Duquesne;40.3732;-79.8501;NA
Jeannette;40.3277;-79.6139;NA
Norwood;39.8864;-75.2964;NA
Lansdowne;39.9408;-75.276;NA
Birdsboro;40.2618;-75.81;NA
Steelton;40.2258;-76.8254;NA
New Castle;40.9956;-80.3458;NA
McKees Rocks;40.4688;-80.063;NA
Glenolden;39.8996;-75.292;NA
Indiana;40.6219;-79.1552;NA
Columbia;40.0347;-76.4943;NA
Easton;40.6858;-75.2209;NA
Plum;40.5024;-79.7496;NA
Pottstown;40.2508;-75.6445;NA
Baldwin;40.369;-79.9669;NA
York;39.9651;-76.7315;NA
Lewistown;40.5964;-77.5731;NA
Lebanon;40.3412;-76.4228;NA
Media;39.9198;-75.3888;NA
Aliquippa;40.6155;-80.2548;NA
Chambersburg;39.9315;-77.6556;NA
Catasauqua;40.6531;-75.4643;NA
New Kensington;40.5711;-79.7521;NA
Wilkinsburg;40.4442;-79.8733;NA
Williamsport;41.2398;-77.0371;NA
Bellefonte;40.9141;-77.7683;NA
Hermitage;41.231;-80.4412;NA
Erie;42.1168;-80.0733;NA
Shippensburg;40.0485;-77.5227;NA
Philadelphia;40.0076;-75.134;NA
Swissvale;40.4207;-79.8858;NA
Ridley Park;39.8785;-75.3251;NA
Tamaqua;40.8033;-75.9344;NA
New Brighton;40.7355;-80.3091;NA
Ephrata;40.1811;-76.1812;NA
Dover;40.0033;-76.8484;NA
Lehighton;40.8306;-75.7165;NA
Lititz;40.154;-76.3044;NA
Hazleton;40.9504;-75.9724;NA
Castle Shannon;40.3664;-80.0194;NA
Palmerton;40.8023;-75.616;NA
Latrobe;40.3125;-79.3825;NA
Clairton;40.2976;-79.8853;NA
Orwigsburg;40.6541;-76.104;NA
Greensburg;40.3113;-79.5444;NA
Brentwood;40.3734;-79.9757;NA
Monroeville;40.4262;-79.7605;NA
Turtle Creek;40.4085;-79.8214;NA
Coatesville;39.9849;-75.8199;NA
Middletown;40.201;-76.7289;NA
Carbondale;41.5714;-75.5048;NA
Lancaster;40.0421;-76.3012;NA
Johnstown;40.3258;-78.9194;NA
Plymouth;41.2404;-75.9505;NA
Sharon Hill;39.9075;-75.2678;NA
Dormont;40.3941;-80.0377;NA
Blakely;41.4859;-75.6012;NA
Meadville;41.6476;-80.1467;NA
Pottsville;40.6798;-76.2092;NA
Perkasie;40.3719;-75.292;NA
New Holland;40.1008;-76.09;NA
Bloomsburg;41.0027;-76.4561;NA
Scranton;41.4044;-75.6649;NA
Hanover;39.8117;-76.9835;NA
Carnegie;40.408;-80.0861;NA
Edinboro;41.8762;-80.1246;NA
Uniontown;39.8994;-79.7243;NA
Reading;40.34;-75.9266;NA
Du Bois;41.1225;-78.7564;NA
Selinsgrove;40.8003;-76.8647;NA
Sunbury;40.8617;-76.7874;NA
Old Forge;41.3705;-75.7409;NA
Collegeville;40.1873;-75.4581;NA
Somerset;40.0049;-79.0778;NA
Conshohocken;40.0772;-75.3035;NA
New Cumberland;40.2297;-76.8764;NA
Huntingdon;40.5;-78.0098;NA
Bethel Park;40.3239;-80.0364;NA
Doylestown;40.314;-75.128;NA
Prospect Park;39.8858;-75.3074;NA
Whitehall;40.3602;-79.9898;NA
Kutztown;40.5212;-75.7773;NA
Phoenixville;40.1358;-75.5201;NA
Slippery Rock;41.0695;-80.058;NA
West Mifflin;40.3581;-79.9072;NA
California;40.0692;-79.9152;NA
Palmyra;40.31;-76.5944;NA
Emmaus;40.5352;-75.4978;NA
South Williamsport;41.2294;-77.0009;NA
Pleasant Hills;40.3298;-79.9596;NA
Monessen;40.1519;-79.8828;NA
Philipsburg;40.8952;-78.2145;NA
Norristown;40.1224;-75.3399;NA
Pittsburgh;40.4396;-79.9763;NA
Ambridge;40.5922;-80.2265;NA
Taylor;41.3958;-75.7147;NA
Elizabethtown;40.1534;-76.5991;NA
Franklin;41.3936;-79.8425;NA
Lower Burrell;40.5818;-79.7141;NA
Lock Haven;41.1365;-77.4521;NA
Yeadon;39.9325;-75.2527;NA
Darby;39.921;-75.2611;NA
Waynesboro;39.7525;-77.5822;NA
Crafton;40.4333;-80.0712;NA
Honesdale;41.5774;-75.2524;NA
Fox Chapel;40.5247;-79.8898;NA
Hollidaysburg;40.4311;-78.393;NA
Allentown;40.5961;-75.4756;NA
Forest Hills;40.4251;-79.8544;NA
Kennett Square;39.8438;-75.7113;NA
Blairsville;40.4325;-79.2599;NA
West View;40.5182;-80.0333;NA
Sharon;41.2339;-80.4997;NA
Beaver Falls;40.762;-80.3225;NA
Punxsutawney;40.9437;-78.9767;NA
Hellertown;40.5811;-75.3378;NA
Littlestown;39.7452;-77.0891;NA
Dickson City;41.4683;-75.6358;NA
Northern Cambria;40.6561;-78.7784;NA
Clifton Heights;39.9301;-75.2958;NA
Wilson;40.6844;-75.2407;NA
Muncy;41.2021;-76.7854;NA
Franklin Park;40.5903;-80.0999;NA
Jersey Shore;41.2012;-77.2666;NA
Stewartstown;39.7528;-76.5925;NA
Shenandoah;40.8167;-76.2004;NA
Jim Thorpe;40.8712;-75.7433;NA
Bangor;40.8678;-75.2085;NA
Clearfield;41.0216;-78.439;NA
Mount Joy;40.1105;-76.5065;NA
Souderton;40.311;-75.3223;NA
Monaca;40.6833;-80.2736;NA
East Stroudsburg;41.0023;-75.1779;NA
Portage;40.3869;-78.6747;NA
Bethlehem;40.6266;-75.3679;NA
Coraopolis;40.5148;-80.1627;NA
Oxford;39.7858;-75.9801;NA
Pittston;41.3274;-75.7885;NA
Saint Marys;41.4574;-78.5342;NA
Brookhaven;39.8715;-75.3918;NA
Bellevue;40.4945;-80.055;NA
Collingdale;39.9151;-75.2776;NA
Bridgeville;40.3578;-80.1061;NA
Schuylkill Haven;40.6284;-76.1729;NA
Mount Pocono;41.1225;-75.3582;NA
Berwick;41.0555;-76.2492;NA
Wilkes-Barre;41.2468;-75.8759;NA
Milton;41.0089;-76.8506;NA
McKeesport;40.3419;-79.8439;NA
Oakmont;40.52;-79.8365;NA
New Freedom;39.7353;-76.6967;NA
Morrisville;40.2074;-74.7797;NA
Chester;39.8456;-75.3719;NA
Ellwood City;40.8619;-80.283;NA
Greenville;41.4052;-80.3837;NA
Ambler;40.1564;-75.2215;NA
Bradford;41.9604;-78.6413;NA
Gettysburg;39.8304;-77.2339;NA
Stroudsburg;40.9838;-75.1972;NA
Roaring Spring;40.3348;-78.3959;NA
Shillington;40.303;-75.967;NA
Oil City;41.4282;-79.7035;NA
Lewisburg;40.9642;-76.8901;NA
La Quinta;33.6536;-116.2785;NA
Saint Helena;38.5044;-122.4681;NA
Pleasant Hill;37.954;-122.0759;NA
Pomona;34.0585;-117.7625;NA
Oakdale;37.7616;-120.847;NA
Upland;34.1178;-117.6603;NA
Riverbank;37.7268;-120.9402;NA
Brea;33.9255;-117.8654;NA
San Jacinto;33.797;-116.9915;NA
Redding;40.5698;-122.365;NA
Exeter;36.294;-119.1459;NA
Hercules;38.0064;-122.2564;NA
Moorpark;34.2855;-118.877;NA
Windsor;38.5418;-122.8086;NA
El Monte;34.074;-118.0291;NA
Calistoga;38.5818;-122.5825;NA
Sebastopol;38.4001;-122.8277;NA
Clearlake;38.959;-122.633;NA
Burbank;34.1879;-118.3234;NA
Rancho Santa Margarita;33.6318;-117.5989;NA
Manhattan Beach;33.8895;-118.3972;NA
Corning;39.9282;-122.182;NA
Maywood;33.9885;-118.1877;NA
La Habra Heights;33.9603;-117.9509;NA
East Palo Alto;37.4671;-122.1352;NA
Lakewood;33.8471;-118.1221;NA
Irvine;33.6772;-117.7738;NA
Norco;33.9253;-117.55;NA
Rocklin;38.8075;-121.2488;NA
Salinas;36.6881;-121.6316;NA
Newark;37.5204;-122.0312;NA
Apple Valley;34.5329;-117.2102;NA
Bell Gardens;33.9663;-118.155;NA
Lodi;38.1218;-121.2932;NA
Foster City;37.5553;-122.2659;NA
Vallejo;38.1133;-122.2359;NA
Indio;33.7346;-116.2346;NA
Tiburon;37.8854;-122.4637;NA
Hesperia;34.3974;-117.3144;NA
Azusa;34.1386;-117.9124;NA
Big Bear Lake;34.243;-116.8956;NA
Emeryville;37.8382;-122.2932;NA
Hollister;36.8563;-121.3981;NA
Buellton;34.6152;-120.1943;NA
Waterford;37.6429;-120.7553;NA
Cathedral City;33.8363;-116.4642;NA
Buena Park;33.8572;-118.0046;NA
Downey;33.9379;-118.1312;NA
Williams;39.1489;-122.1373;NA
El Segundo;33.9169;-118.4021;NA
Los Altos;37.3685;-122.0966;NA
Bakersfield;35.353;-119.036;NA
San Bernardino;34.1412;-117.2936;NA
Encinitas;33.0492;-117.2613;NA
Loomis;38.8093;-121.1955;NA
Santa Fe Springs;33.933;-118.0625;NA
Paradise;39.7558;-121.6063;NA
American Canyon;38.1798;-122.2583;NA
Palm Desert;33.7378;-116.3695;NA
Whittier;33.9678;-118.0188;NA
Duarte;34.1609;-117.9505;NA
Sanger;36.6992;-119.5576;NA
Chula Vista;32.6281;-117.0145;NA
Mammoth Lakes;37.6273;-118.99;NA
Jackson;38.3485;-120.7728;NA
Adelanto;34.5815;-117.4395;NA
Twentynine Palms;34.1484;-116.0655;NA
Cupertino;37.3168;-122.0465;NA
Palm Springs;33.8013;-116.5381;NA
Ukiah;39.1462;-123.2104;NA
Fullerton;33.8841;-117.9279;NA
Lompoc;34.6618;-120.4714;NA
Victorville;34.5277;-117.3537;NA
Crescent City;41.7727;-124.1902;NA
Anaheim;33.839;-117.8572;NA
Coronado;32.664;-117.16;NA
Wasco;35.5938;-119.3673;NA
Fillmore;34.3989;-118.9181;NA
Delano;35.767;-119.2637;NA
Campbell;37.2803;-121.9542;NA
Lynwood;33.924;-118.2017;NA
Temecula;33.4928;-117.1314;NA
Los Gatos;37.2307;-121.9563;NA
Mendota;36.7555;-120.3777;NA
Newman;37.3157;-121.0211;NA
San Anselmo;37.9821;-122.5699;NA
Kerman;36.7249;-120.0625;NA
Laguna Woods;33.6099;-117.7299;NA
Menlo Park;37.4686;-122.1671;NA
Corona;33.862;-117.5644;NA
Walnut Creek;37.9025;-122.0398;NA
Fresno;36.7834;-119.7941;NA
Pasadena;34.1598;-118.139;NA
San Marcos;33.1349;-117.1744;NA
Milpitas;37.4338;-121.8921;NA
Hillsborough;37.5573;-122.3587;NA
National City;32.6654;-117.0983;NA
Piedmont;37.8226;-122.2301;NA
Malibu;34.0368;-118.7845;NA
Los Alamitos;33.7972;-118.0594;NA
Hawaiian Gardens;33.8303;-118.0728;NA
Arcadia;34.1342;-118.0373;NA
Yreka;41.7292;-122.6311;NA
Gustine;37.2545;-120.9948;NA
Fairfield;38.2594;-122.0319;NA
Firebaugh;36.8534;-120.4537;NA
Calexico;32.6849;-115.4944;NA
Porterville;36.0644;-119.0337;NA
Mission Viejo;33.6095;-117.6551;NA
Pleasanton;37.6664;-121.8805;NA
Vista;33.1895;-117.2387;NA
Mount Shasta;41.3206;-122.315;NA
Carson;33.8374;-118.2559;NA
Tracy;37.726;-121.444;NA
Gardena;33.8944;-118.3073;NA
Palo Alto;37.3913;-122.1467;NA
Lomita;33.7933;-118.3175;NA
Chino Hills;33.9508;-117.7254;NA
Pacifica;37.6112;-122.4781;NA
Signal Hill;33.8029;-118.1682;NA
